Keyword,Avg Monthly Searches,Competition,Competition Index,Low Top of Page Bid (₹),High Top of Page Bid (₹),In Account,Account Names
vmware acquisition,720,LOW,5,192.77,1414.28,No,
6.2 l v8 chevy,720,HIGH,94,79.80,260.01,No,
porsche v8,720,HIGH,94,54.69,197.25,No,
1uz for sale,720,HIGH,89,3.59,166.29,No,
small block v8,720,LOW,23,12.41,78.00,No,
4.7 liter v8,720,LOW,14,93.25,261.81,No,
v8 turbo,720,LOW,10,,,No,
5.0 l ti vct v8,720,LOW,23,131.80,627.62,No,
5.7 v8,720,LOW,22,53.80,229.53,No,
6.2 l v8 ford,720,HIGH,99,104.90,302.15,No,
6.2 v8,720,LOW,3,,,No,
6.6 l v8,720,LOW,7,434.85,1087.58,No,
vmware workspace one,590,MEDIUM,48,1088.47,4183.59,No,
azure vmware solution,590,LOW,9,312.02,1506.29,Yes,Bouquet INR - 2
vmware on aws,590,LOW,13,457.27,1344.90,No,
myvmware,590,LOW,7,344.22,2437.86,No,
vmware workstation pro 17,590,LOW,9,248.36,806.94,No,
horizon vdi,590,LOW,26,289.60,781.84,No,
hypervisor vmware,590,LOW,8,329.05,893.01,No,
godzilla 7.3,590,MEDIUM,49,2.69,280.64,No,
gmc 6.2,590,HIGH,100,60.07,321.88,No,
vmware ubuntu,590,LOW,2,200.84,754.94,No,
ha cluster,590,LOW,1,,,No,
vmware and aws,590,LOW,13,457.27,1344.90,No,
vmware drs,590,LOW,2,528.99,10244.55,No,
ford megazilla,590,MEDIUM,59,5.75,346.09,No,
lexus 5.0 v8,590,HIGH,100,69.93,276.15,No,
4.7 magnum,590,LOW,28,89.60,294.08,No,
ford taurus v8,590,HIGH,95,,,No,
4.7 v8,590,LOW,12,118.35,321.88,No,
1uz hp,590,LOW,0,,,No,
350 v8,590,LOW,33,8.07,93.25,No,
5.8 l v8,590,LOW,6,79.80,198.15,No,
7.0 liter v8,590,LOW,2,,,No,
vmware cloud on aws,480,LOW,11,505.68,1793.20,No,
vmware vsan,480,LOW,18,393.61,1489.25,No,
vmware workstation 17,480,LOW,7,169.46,712.80,No,
carbon black software,480,MEDIUM,58,358.64,3586.40,No,
vm workstation pro,480,LOW,15,325.20,979.98,No,
airwatch mobile device management,480,MEDIUM,57,778.25,2775.68,No,
vmware linux,480,LOW,4,232.22,572.93,No,
vmware virtualization,480,LOW,12,286.11,986.98,No,
esx server,480,LOW,10,349.67,1225.35,No,
vmware horizon vdi,480,LOW,6,308.43,1328.76,No,
web vm,480,LOW,11,217.87,717.28,No,
7.3 godzilla for sale,480,HIGH,100,66.35,347.88,No,
vmware horizon client for mac,480,LOW,10,31.20,638.68,No,
visible v8,480,HIGH,100,15.92,48.42,No,
audi s6 v8,480,HIGH,100,9.86,197.25,No,
is500 exhaust,480,HIGH,100,3.59,264.50,No,
broadcom vmware acquisition,480,LOW,9,153.32,946.81,No,
flathead ford,480,LOW,30,,,No,
ford coyote v8,480,MEDIUM,61,31.38,346.70,No,
rc v8,480,HIGH,100,18.78,55.59,No,
1998 lotus esprit,480,LOW,3,,,No,
302 v8,480,LOW,15,,,No,
6.0 l v8,480,LOW,12,70.83,149.73,No,
6.2 v8 ford,480,HIGH,96,113.87,511.06,No,
amc 360,480,LOW,32,,,No,
vmware monitoring,390,MEDIUM,36,767.87,1761.04,No,
carbon black edr,390,MEDIUM,47,1597.94,9207.19,No,
vmware private cloud,390,LOW,17,1231.93,4455.01,No,
vmware server,390,MEDIUM,39,328.39,1165.58,No,
gcve,390,LOW,2,412.44,1344.90,No,
vmware vsphere hypervisor,390,LOW,3,306.64,911.08,No,
vmplayer,390,LOW,0,,,No,
vmware mac os,390,LOW,8,250.15,1344.90,No,
vmware client,390,LOW,10,291.39,868.50,No,
vmware workstation mac,390,LOW,12,234.01,787.23,No,
tahoe 6.2,390,HIGH,100,43.04,205.32,No,
kibblewhite valves,390,HIGH,95,42.31,109.63,No,
starwind vsan,390,LOW,8,345.41,2124.05,No,
vmware workstation pro mac,390,LOW,12,234.01,787.23,No,
vm workstation for mac,390,LOW,12,234.01,787.23,No,
rover v8,390,MEDIUM,46,,,No,
ford explorer 5.0,390,HIGH,99,146.68,487.75,No,
2ur gse for sale,390,MEDIUM,43,,,No,
305 v8,390,LOW,4,,,No,
4.3 v8,390,LOW,2,,,No,
4.8 l v8,390,LOW,18,22.41,202.63,No,
6.2 l supercharged v8,390,LOW,19,73.52,215.85,No,
6.6 l8t,390,MEDIUM,49,9.86,685.00,No,
632 copo camaro,390,HIGH,100,,,No,
7.4 l v8,390,LOW,3,101.80,261.81,No,
vmware training,320,MEDIUM,56,173.19,1332.35,Yes,Bouquet INR - 2; Flexi
carbon black cloud,320,MEDIUM,39,179.32,2482.69,No,
vm backup software,320,LOW,13,666.17,3909.18,No,
vmware workstation 17 pro,320,LOW,14,231.32,916.33,No,
vmware on azure,320,LOW,26,304.84,1201.44,Yes,Bouquet INR - 2
carbon black cloud sensor,320,LOW,29,179.32,1321.59,No,
vmware backup software,320,LOW,13,666.17,3909.18,No,
vmware virtual desktop,320,LOW,17,273.56,717.28,No,
vmware high availability,320,LOW,5,375.68,1106.40,No,
workstation pro,320,LOW,8,271.84,1034.68,No,
vcenter server,320,LOW,14,253.74,1066.06,No,
vmware ha,320,LOW,5,375.68,1106.40,No,
esxi 8,320,LOW,6,414.23,2098.04,No,
vmware thinapp,320,LOW,12,408.85,976.40,No,
mazda v8,320,HIGH,100,101.32,482.37,No,
honda gx25 tiller,320,HIGH,100,33.17,99.52,No,
thinapp,320,LOW,12,408.85,976.40,No,
toyota 5.7,320,HIGH,100,27.79,366.71,No,
srt hemi,320,HIGH,92,68.14,238.50,No,
vmware workstation pro linux,320,LOW,1,296.90,1026.61,No,
mgb v8,320,HIGH,94,,,No,
289 v8,320,LOW,5,,,No,
4.8 v8,320,LOW,18,,,No,
5.3 v8 horsepower,320,LOW,8,,,No,
6.2 ecotec3,320,LOW,1,,,No,
8 v,320,LOW,20,17.16,163.18,No,
amc 304,320,LOW,24,,,No,
vmware cloud services,260,LOW,23,1532.29,5494.36,No,
vmware fusion 13,260,LOW,14,207.11,622.24,No,
vmware vsphere client,260,LOW,14,389.12,1296.48,No,
toyan v8,260,HIGH,100,7.19,47.04,No,
windows vdi,260,MEDIUM,34,317.40,1283.93,No,
vmware products,260,LOW,20,179.32,860.25,No,
vmware software,260,LOW,25,297.67,1547.53,No,
carbon black security,260,MEDIUM,50,867.91,3586.40,No,
vmworld,260,LOW,0,,,No,
vmware cost,260,MEDIUM,52,317.40,1424.70,No,
vmware kubernetes,260,LOW,33,330.85,1216.78,No,
vmware certified professional,260,MEDIUM,37,166.77,990.74,No,
oracle vmware,260,LOW,9,413.75,935.15,No,
carbon black cyber security,260,MEDIUM,50,867.91,3586.40,No,
vmware desktop,260,LOW,13,370.30,1410.35,No,
airwatch vmware,260,MEDIUM,35,473.30,2288.12,No,
land rover v8,260,HIGH,100,144.49,1475.80,No,
vmware horizon client for windows,260,LOW,3,34.03,903.77,No,
vmware workstation price,260,LOW,28,235.81,1344.90,No,
vmware view,260,LOW,9,300.36,1635.40,No,
p2v vmware,260,LOW,7,324.57,1040.95,No,
vmware workstation cost,260,LOW,28,235.81,1344.90,No,
vmug advantage,260,LOW,15,45.34,154.22,No,
vmware vmotion,260,LOW,5,387.11,3416.94,No,
aluminator coyote,260,HIGH,100,48.56,147.04,No,
vmware tools for linux,260,LOW,0,,,No,
vmware vsphere hypervisor esxi,260,LOW,3,371.82,1032.81,No,
esxi hypervisor,260,LOW,3,218.74,738.80,No,
v8 volkswagen,260,HIGH,100,62.76,469.82,No,
chevrolet v8,260,HIGH,90,86.97,485.06,No,
flathead v8 for sale,260,LOW,9,,,No,
vmware tools ubuntu,260,LOW,1,,,No,
318 v8,260,LOW,0,,,No,
4.0 v8,260,LOW,4,,,No,
4l v8,260,LOW,13,,,No,
5.7 l hemi horsepower,260,LOW,2,,,No,
5.9 l v8,260,LOW,12,95.04,194.11,No,
6.0 v8,260,LOW,7,,,No,
6.2 l v8 horsepower,260,LOW,0,,,No,
6.2 liter horsepower,260,LOW,4,,,No,
6.3 l v8,260,HIGH,79,,,No,
7.3 l v8,260,MEDIUM,45,5.31,728.49,No,
8.1 l v8,260,LOW,1,,,No,
vmc on aws,210,LOW,4,,,No,
vmware hybrid cloud,210,LOW,25,880.46,1793.20,No,
vmware edge 610,210,MEDIUM,57,425.98,1171.86,No,
vsphere 8,210,LOW,11,333.54,2746.29,No,
vmc aws,210,LOW,4,,,No,
vmware vcp,210,LOW,21,197.25,1261.52,Yes,Bouquet INR - 2
vmware windows 11,210,LOW,10,272.14,893.01,No,
vmware windows,210,LOW,14,251.77,680.52,No,
fusion for mac,210,LOW,12,133.59,583.69,No,
vmware hol,210,LOW,6,432.16,1286.62,No,
vsphere enterprise plus,210,LOW,32,242.08,1283.03,No,
vmware workstation pro price,210,LOW,30,179.32,1344.90,No,
vmware vsphere enterprise plus,210,LOW,32,242.08,1283.03,No,
vmware nsx t,210,LOW,11,214.33,1526.96,No,
vmware esxi server,210,LOW,14,422.30,1541.26,No,
vmware workstation linux,210,LOW,2,182.91,661.93,No,
vmware tools windows 7,210,LOW,0,,,No,
vmware workstation pro cost,210,LOW,30,179.32,1344.90,No,
vmware fusion price,210,LOW,26,184.28,1344.90,No,
vmware software defined data center,210,LOW,5,448.30,1344.90,No,
camaro ss 6.2,210,HIGH,99,39.45,160.49,No,
windows server vmware,210,MEDIUM,37,476.99,2110.60,No,
subaru ej20,210,HIGH,86,,,No,
l8t block,210,HIGH,97,12.33,222.36,No,
mercruiser v8,210,HIGH,90,,,No,
4.7 l,210,LOW,15,,,No,
howard center vmware,210,LOW,0,,,No,
b8444s,210,LOW,15,17.04,61.60,No,
1uz itb,210,LOW,4,,,No,
1uz turbo,210,LOW,0,,,No,
4.3 l v8,210,LOW,5,,,No,
6.2 supercharged hemi,210,MEDIUM,46,,,No,
7.5 l v8,210,LOW,10,,,No,
vmware backup solutions,170,MEDIUM,50,583.41,3520.95,No,
vmware monitoring tools,170,MEDIUM,51,887.63,2097.15,No,
vmware workstation 16,170,LOW,4,241.19,672.45,No,
vmware velocloud,170,LOW,21,350.57,1344.90,No,
backup vmware virtual machine,170,MEDIUM,37,673.37,2689.80,No,
vmware disaster recovery,170,MEDIUM,38,572.93,1853.27,No,
vmware 17,170,LOW,5,234.49,503.89,No,
vmware partner,170,LOW,21,1447.15,9220.63,No,
vmware mobile device management,170,MEDIUM,42,636.59,2940.41,No,
vmware backup vm,170,MEDIUM,37,673.37,2689.80,No,
5.4 l triton v8 for sale,170,HIGH,74,50.21,183.80,No,
nutanix vmware,170,LOW,29,330.85,1115.37,No,
velocloud vmware,170,LOW,21,350.57,1344.90,No,
vmware storage,170,MEDIUM,36,608.79,2382.27,No,
vmware esxi price,170,MEDIUM,58,234.01,1344.90,No,
vmware esxi 8,170,LOW,17,493.13,1231.93,No,
s10 v8 radiator,170,HIGH,100,35.71,113.87,No,
mac fusion,170,LOW,2,,,No,
vrni,170,LOW,1,,,No,
vmware vcenter server,170,LOW,10,383.74,1163.79,No,
vmware horizon view client,170,LOW,15,227.74,761.21,No,
wagan tech jumpboost v8 air,170,HIGH,85,25.18,76.21,No,
vmware esxi cost,170,MEDIUM,58,234.01,1344.90,No,
esxi 7.0,170,LOW,3,636.81,910.95,No,
horizon view client,170,LOW,3,,,No,
vmware workstation 12,170,LOW,5,156.91,1593.26,No,
vmware hyper v,170,LOW,7,259.12,721.76,No,
vsan sizer,170,LOW,2,,,No,
vmware networking,170,LOW,8,245.67,2280.07,No,
vsan esa,170,LOW,4,364.76,3265.42,No,
chrysler 300c 5.7,170,HIGH,100,26.00,108.49,No,
vmware workstation macos,170,LOW,2,,,No,
8ba flathead,170,LOW,16,,,No,
vcops,170,LOW,0,,,No,
vmware player linux,170,LOW,3,15.60,277.05,No,
3.5 l v8,170,LOW,0,,,No,
4.2 l v8,170,LOW,22,,,No,
460 v8,170,LOW,4,,,No,
5.3 l v8 horsepower,170,LOW,0,,,No,
5.9 v8,170,LOW,7,,,No,
6.6 v8,170,MEDIUM,37,,,No,
a v8,170,LOW,5,,,No,
amc v8,170,LOW,12,,,No,
bak industries mx4,140,HIGH,100,86.52,348.83,No,
esxi backup,140,MEDIUM,33,420.51,2065.77,No,
vmware essentials,140,MEDIUM,54,278.58,1210.41,No,
vmware vmc,140,LOW,5,529.89,1344.90,No,
vmc vmware,140,LOW,5,529.89,1344.90,No,
horizon cloud,140,LOW,23,656.65,1827.52,No,
vmware edge 620,140,LOW,20,310.22,746.87,No,
veeam backup vmware,140,MEDIUM,34,683.21,7892.77,No,
vmware performance monitoring,140,LOW,14,504.79,1757.25,No,
vmware solutions,140,MEDIUM,35,352.36,982.31,No,
dell vmware,140,LOW,16,621.34,2887.95,No,
velocloud edge,140,HIGH,83,428.57,1482.07,No,
vmware company,140,LOW,18,410.06,2358.95,No,
vmware virtual platform,140,LOW,12,726.25,1793.20,No,
vdi machine,140,LOW,22,706.52,3733.44,No,
vmware website,140,LOW,25,254.26,781.84,No,
vsphere high availability,140,LOW,1,,,No,
vmware vsphere esxi,140,LOW,17,319.19,790.80,Yes,Bouquet INR - 2
vcenter backup,140,LOW,11,541.55,3873.31,No,
esxi price,140,MEDIUM,34,281.53,1344.90,No,
vm esxi,140,LOW,12,320.09,1150.90,No,
vmware for chromebook,140,LOW,14,335.33,1794.00,No,
vmware application,140,LOW,10,321.88,849.98,No,
vmware workstation 17 player,140,LOW,9,278.84,1107.30,No,
6.2 l v8 for sale,140,MEDIUM,51,54.69,164.08,No,
vsphere esxi,140,LOW,8,296.22,1321.59,No,
vmware technology,140,LOW,7,204.42,925.29,No,
esxi cost,140,MEDIUM,34,281.53,1344.90,No,
vmware workstation for windows 11,140,LOW,1,,,No,
vmware cluster,140,LOW,11,389.12,1292.90,No,
audi v8 turbo,140,HIGH,100,54.69,330.85,No,
dell and vmware,140,LOW,16,621.34,2887.95,No,
vsphere ha,140,LOW,1,,,No,
ansible vmware,140,LOW,10,923.50,1321.59,No,
vmware broadcom acquisition,140,LOW,10,123.73,437.87,No,
vmware community,140,LOW,2,,,No,
283 v8,140,LOW,2,,,No,
3.8 l v8,140,LOW,5,,,No,
327 v8,140,LOW,6,,,No,
350 v8 horsepower,140,LOW,0,,,No,
360 v8,140,LOW,4,,,No,
4.2 v8,140,LOW,29,,,No,
454 v8,140,LOW,14,,,No,
5.8 v8,140,LOW,6,,,No,
7.3 v8,140,MEDIUM,40,,,No,
altaro vm backup,110,MEDIUM,41,355.95,3608.82,No,
oracle cloud vmware solution,110,LOW,3,586.38,1344.90,No,
vmware vsphere 8,110,LOW,25,212.49,1049.02,No,
horizon virtual desktop,110,LOW,15,239.39,1533.19,No,
vsphere web client,110,LOW,20,310.22,901.08,No,
vsphere essentials plus,110,MEDIUM,63,297.67,1344.90,No,
roof boxer helmet,110,HIGH,100,40.81,79.08,No,
vmware fusion pro 13,110,LOW,19,126.42,468.03,No,
vmware 8,110,LOW,16,415.13,2925.61,No,
vsphere 7,110,LOW,7,1004.83,2901.40,No,
vmware esxi 7,110,LOW,19,303.95,777.45,Yes,Bouquet INR - 2
vmware purchase,110,MEDIUM,48,309.33,1742.09,No,
vmware vsphere essentials plus,110,MEDIUM,63,297.67,1344.90,No,
vmware vsphere price,110,MEDIUM,58,292.29,1344.90,No,
nsx firewall,110,LOW,7,375.68,2241.50,No,
vmware os,110,LOW,7,374.78,693.97,No,
terraform vmware,110,LOW,6,222.36,1063.37,No,
vmware 8.0,110,LOW,16,415.13,2925.61,No,
infiniti 5.6 v8,110,HIGH,98,170.35,350.57,No,
vmware workstation player 17,110,LOW,5,179.18,434.85,No,
docker vmware,110,LOW,5,279.28,798.87,No,
windows 11 vmware,110,LOW,2,,,No,
vsphere vcenter,110,LOW,5,349.67,1636.30,No,
vmware avi,110,LOW,2,,,No,
terraform vsphere,110,LOW,2,,,No,
vcenter high availability,110,LOW,2,,,No,
nsx network,110,LOW,5,488.65,3433.08,No,
ubuntu server vmware,110,LOW,10,283.33,1673.43,No,
3.9 v8,110,LOW,15,,,No,
304 v8,110,LOW,5,,,No,
5.7 liter hemi horsepower,110,LOW,2,,,No,
7.3 godzilla transmission options,110,LOW,3,,,No,
vmware fusion m1,90,LOW,3,,,No,
vmware horizon cloud,90,MEDIUM,50,922.60,2283.64,No,
aws vmc,90,LOW,4,,,No,
vmware fusion 12,90,LOW,6,,,No,
vmware workstation pro 16,90,LOW,5,,,No,
vmware workstation 16 pro,90,LOW,7,260.91,860.74,No,
vmware cloudhealth,90,MEDIUM,41,417.82,1344.90,No,
vmware online,90,MEDIUM,60,477.89,1793.20,No,
vmware essentials plus,90,MEDIUM,52,256.43,1182.62,No,
hyper v monitoring,90,LOW,13,552.31,1323.38,No,
vmware 16,90,LOW,7,216.08,406.16,No,
azure vmware solution pricing,90,LOW,10,807.84,1702.64,No,
vmware horizon pricing,90,MEDIUM,42,483.27,1344.90,No,
vmware windows 10,90,LOW,4,,,No,
vdi horizon client,90,LOW,21,263.60,668.53,No,
vm vsphere,90,LOW,17,347.61,997.02,No,
vm fusion m1,90,LOW,3,,,No,
vmware workstation 15,90,LOW,3,,,No,
velocloud edge 510,90,HIGH,81,448.30,1456.08,No,
hol vmware labs,90,LOW,26,440.23,1320.69,No,
netapp vmware,90,LOW,19,616.36,1309.93,No,
backup esxi configuration,90,LOW,14,609.78,3304.87,No,
vmware fusion windows 11,90,LOW,9,161.39,375.32,No,
vmware enterprise plus,90,MEDIUM,63,203.53,1344.90,No,
labs hol vmware,90,LOW,26,440.23,1320.69,No,
vmware data protection,90,LOW,9,,,No,
vmware professional services,90,LOW,16,835.63,1647.95,No,
vmware management,90,MEDIUM,38,556.23,2093.56,No,
esxi 6.7,90,LOW,1,,,No,
vmware fusion for windows,90,LOW,9,248.36,614.17,No,
vmware for windows 7,90,LOW,1,,,No,
vmware ios,90,LOW,2,,,No,
workstation player,90,LOW,7,208.01,662.82,No,
vcenter 8,90,LOW,1,,,No,
microsoft vmware,90,LOW,10,348.78,901.98,No,
a2720100631,90,MEDIUM,62,30.48,111.18,No,
vmware san,90,LOW,19,,,No,
citrix vmware,90,LOW,23,404.37,1306.35,No,
mercedes bi turbo,90,HIGH,100,,,No,
vmware v,90,LOW,14,243.13,1344.90,No,
lt5 for sale,90,MEDIUM,41,1.79,101.38,No,
hol labs vmware,90,LOW,26,440.23,1320.69,No,
kb vmware,90,LOW,2,,,No,
vmware photon,90,LOW,1,,,No,
mercruiser 5.7 v8,90,HIGH,81,,,No,
3.0 v8,90,LOW,0,,,No,
3.5 v8,90,LOW,14,,,No,
351 v8,90,LOW,2,,,No,
5.7 l v8 horsepower,90,LOW,10,,,No,
5l v8,90,LOW,30,,,No,
vmware course,70,HIGH,78,156.91,1082.20,Yes,Bouquet INR - 2; Flexi
backup vmware esxi,70,LOW,27,537.06,3608.82,No,
vmware on ibm cloud,70,LOW,24,589.96,2237.02,No,
vmware vcloud,70,LOW,29,764.80,2200.26,No,
esxi backup vm,70,LOW,27,537.06,3608.82,No,
vsphere essentials,70,LOW,10,303.05,1344.90,No,
vmware remote desktop,70,LOW,21,340.71,1069.64,No,
vmware horizon performance tracker,70,LOW,9,337.45,766.92,No,
ibm vmware,70,LOW,23,748.66,2759.73,No,
cloudhealth by vmware,70,MEDIUM,59,418.67,1671.26,No,
vmware for windows 11,70,LOW,5,,,No,
nsx micro segmentation,70,LOW,23,744.18,2843.04,No,
vmware vsphere 7,70,LOW,15,449.20,1315.31,No,
vmware world,70,LOW,1,,,No,
airwatch workspace one,70,MEDIUM,53,331.48,3050.23,No,
vmware workspace,70,MEDIUM,44,884.14,3994.35,No,
vmware security,70,LOW,28,546.93,2550.83,No,
vmware training courses,70,LOW,30,222.36,1229.24,Yes,Bouquet INR - 2; Flexi
vmware consolidated backup,70,LOW,14,,,No,
horizon remote desktop,70,LOW,16,325.47,2466.55,No,
vsphere hypervisor,70,LOW,16,319.19,828.09,No,
vmware 7,70,LOW,6,,,No,
vsphere server,70,LOW,17,713.86,2015.56,No,
vmware server virtualization,70,LOW,3,,,No,
virtual vmware,70,MEDIUM,40,324.57,1040.06,No,
vmware site recovery,70,LOW,17,661.69,1884.23,No,
workspace one assist,70,LOW,9,,,No,
vmware horizon 8,70,LOW,7,442.84,1236.36,No,
vmware workstation windows 11,70,LOW,4,,,No,
horizon desktop,70,LOW,10,267.19,846.39,No,
web workspace one,70,LOW,14,606.73,3713.72,No,
vdi application,70,LOW,29,363.12,1868.52,No,
dell esxi,70,MEDIUM,48,790.51,7417.50,No,
vmware player 17,70,LOW,2,,,No,
vmware datacenter,70,MEDIUM,41,386.43,1255.24,No,
vmware windows xp,70,LOW,0,,,No,
vsphere performance monitoring,70,MEDIUM,57,737.01,1829.96,No,
vmware 7.0,70,LOW,6,,,No,
cve 2021 21974,70,LOW,0,,,No,
vmware horizon mac,70,LOW,7,,,No,
velocloud edge 610,70,MEDIUM,54,,,No,
vmware player for mac,70,LOW,14,155.97,536.17,No,
vmware hypervisor recovery,70,LOW,2,415.13,3716.41,No,
vmdk vmware,70,LOW,2,,,No,
vmware san storage,70,LOW,6,,,No,
vm client,70,LOW,15,339.81,885.84,No,
vmware esx server,70,LOW,6,667.07,1036.47,No,
vmware vmug,70,LOW,13,55.74,1102.82,No,
vmware intelligent hub,70,LOW,24,453.68,4346.29,No,
vmware sale,70,LOW,15,1048.50,3409.77,No,
cisco vmware,70,LOW,4,,,No,
openstack vmware,70,LOW,31,499.41,1344.90,No,
vmware pivotal,70,LOW,6,,,No,
vmware horizon client linux,70,LOW,1,,,No,
chrome os vmware,70,LOW,8,250.15,771.97,No,
vmware docs,70,LOW,5,,,No,
workspace one tunnel,70,LOW,0,,,No,
vmware workstation player for mac,70,LOW,3,,,No,
wavefront vmware,70,LOW,18,389.31,1340.42,No,
