URL	Status Code	Status	Final URL	Response Time (ms)	Error	Checked At	Action
https://www.koenig-solutions.com/adobe-dreamweaver-cc-training-certification-course	404	404 NOT FOUND		206		2026-03-27T05:29:44.459Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/adobe-framemaker-2017-training-course-usa.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/adobe-framemaker-2017-training-course-usa	260		2026-03-27T05:29:44.459Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/adobe-incopy-fundamentals-language-course	404	404 NOT FOUND		258		2026-03-27T05:29:44.459Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/adobe-indesign-fundamentals-training	404	404 NOT FOUND		268		2026-03-27T05:29:44.459Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/adobe-lightroom-cc-training-certification	404	404 NOT FOUND		575		2026-03-27T05:32:15.434Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/adobe-xd-cc-training-course-usa.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/adobe-xd-cc-training-course-usa	612		2026-03-27T05:32:15.434Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advance-devops-tools-certification-training	404	404 NOT FOUND		326		2026-03-27T05:32:15.434Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advance-penetration-testing-kali-linux-v2-0-training.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/advance-penetration-testing-kali-linux-v2-0-training	531		2026-03-27T05:32:15.434Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-architecting-aws-jam-language-course	404	404 NOT FOUND		245		2026-03-27T05:32:23.397Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-data-analysis-excel-ai-course`	404	404 NOT FOUND	https://www.koenig-solutions.com/advanced-data-analysis-excel-ai-course%60	389		2026-03-27T05:32:23.397Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-data-modeling-power-bi	404	404 NOT FOUND		297		2026-03-27T05:32:23.397Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-developing-on-aws-with-aws-jam-language-course	404	404 NOT FOUND		304		2026-03-27T05:32:23.397Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-financial-auditing-it-course	404	404 NOT FOUND		300		2026-03-27T05:32:32.003Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-julia-high-performance-computing-data-analytics-course	404	404 NOT FOUND		675		2026-03-27T05:32:32.003Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-microsoft-word-2016-training	404	404 NOT FOUND		196		2026-03-27T05:32:40.224Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-networking-vmware-cloud-director-nsx-t-data-center-v10.2-course	404	404 NOT FOUND		291		2026-03-27T05:32:40.224Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/advanced-windows-server-2012-services-course	404	404 NOT FOUND		295		2026-03-27T05:32:47.883Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/agile-and-scrum-master-certification	404	404 NOT FOUND		387		2026-03-27T05:32:56.653Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/agile-anlaysis-certification-training	404	404 NOT FOUND		297		2026-03-27T05:32:56.653Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/agile-consulting	404	404 NOT FOUND		280		2026-03-27T05:32:56.653Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/agile-fundamentals-training	404	404 NOT FOUND		196		2026-03-27T05:32:56.653Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/agile-scrum-with-togaf-training-certification-courses.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/agile-scrum-with-togaf-training-certification-courses	435		2026-03-27T05:32:56.653Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/ai-everyone-language-course	404	404 NOT FOUND		280		2026-03-27T05:33:10.543Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/angular-material-training-course-dubai.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/angular-material-training-course-dubai	488		2026-03-27T05:33:47.471Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/angular-material-training-course-india.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/angular-material-training-course-india	434		2026-03-27T05:33:47.471Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/angular-material-training-course-usa.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/angular-material-training-course-usa	301		2026-03-27T05:33:47.471Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/ansible-essentials-language-course	404	404 NOT FOUND		322		2026-03-27T05:33:55.168Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/apache-kafka-dubai.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/apache-kafka-dubai	518		2026-03-27T05:34:02.724Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/apache-kafka-india.aspx	404	404 NOT FOUND	https://www.koenig-solutions.com/apache-kafka-india	458		2026-03-27T05:34:02.724Z	DISABLE - Page does not exist
https://www.koenig-solutions.com/apache-kafka-java-rapid-track-course	404	404 NOT FOUND		268		2026-03-27T05:34:02.724Z	DISABLE - Page does not exist
